stat_id,faculty_code,faculty_name,program_code,program_name,admit_year,graduation_year,graduation_semester,graduate_count,source_file
s003002,03,คณะวิจิตรศิลป์,,,3499.0,2568.0,2,241.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,,,3499.0,2568.0,2,233.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,12,คณะพยาบาลศาสตร์,,,3499.0,2568.0,2,232.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,04,คณะสังคมศาสตร์,,,3499.0,2568.0,2,230.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,20,คณะนิติศาสตร์,,,3499.0,2568.0,2,178.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,10,คณะเภสัชศาสตร์,,,3499.0,2568.0,2,134.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,17,คณะสถาปัตยกรรมศาสตร์,,,3499.0,2568.0,2,121.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,14,คณะสัตวแพทยศาสตร์,,,3499.0,2568.0,2,69.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,09,คณะทันตแพทยศาสตร์,,,3499.0,2568.0,2,64.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,,,3499.0,2568.0,2,41.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,,,3499.0,2568.0,2,29.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,22,คณะสาธารณสุขศาสตร์,,,3499.0,2568.0,2,17.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,,,3499.0,2568.0,2,8.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,25,สถาบันนโยบายสาธารณะ,,,3499.0,2568.0,2,4.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2568__a1687e88.json
s003002,06,คณะวิศวกรรมศาสตร์,,,3499.0,2568.0,1,150.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,15,คณะบริหารธุรกิจ,,,3499.0,2568.0,1,115.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,16,คณะเศรษฐศาสตร์,,,3499.0,2568.0,1,94.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,02,คณะศึกษาศาสตร์,,,3499.0,2568.0,1,83.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,05,คณะวิทยาศาสตร์,,,3499.0,2568.0,1,82.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,12,คณะพยาบาลศาสตร์,,,3499.0,2568.0,1,79.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,09,คณะทันตแพทยศาสตร์,,,3499.0,2568.0,1,73.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,01,คณะมนุษยศาสตร์,,,3499.0,2568.0,1,72.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,,,3499.0,2568.0,1,61.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,04,คณะสังคมศาสตร์,,,3499.0,2568.0,1,60.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,03,คณะวิจิตรศิลป์,,,3499.0,2568.0,1,39.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,08,คณะเกษตรศาสตร์,,,3499.0,2568.0,1,35.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,,,3499.0,2568.0,1,35.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,22,คณะสาธารณสุขศาสตร์,,,3499.0,2568.0,1,31.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,13,คณะอุตสาหกรรมเกษตร,,,3499.0,2568.0,1,29.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,07,คณะแพทยศาสตร์,,,3499.0,2568.0,1,28.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,,,3499.0,2568.0,1,26.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,18,คณะการสื่อสารมวลชน,,,3499.0,2568.0,1,22.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,,,3499.0,2568.0,1,19.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,11,คณะเทคนิคการแพทย์,,,3499.0,2568.0,1,18.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,25,สถาบันนโยบายสาธารณะ,,,3499.0,2568.0,1,12.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,10,คณะเภสัชศาสตร์,,,3499.0,2568.0,1,11.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,14,คณะสัตวแพทยศาสตร์,,,3499.0,2568.0,1,11.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,17,คณะสถาปัตยกรรมศาสตร์,,,3499.0,2568.0,1,7.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,20,คณะนิติศาสตร์,,,3499.0,2568.0,1,7.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,,,3499.0,2568.0,1,4.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,26,สถาบันวิศวกรรมชีวการแพทย์,,,3499.0,2568.0,1,2.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json
s003002,12,คณะพยาบาลศาสตร์,,,3499.0,2567.0,3,92.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,06,คณะวิศวกรรมศาสตร์,,,3499.0,2567.0,3,87.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,09,คณะทันตแพทยศาสตร์,,,3499.0,2567.0,3,87.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,05,คณะวิทยาศาสตร์,,,3499.0,2567.0,3,57.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,16,คณะเศรษฐศาสตร์,,,3499.0,2567.0,3,56.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,03,คณะวิจิตรศิลป์,,,3499.0,2567.0,3,54.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,,,3499.0,2567.0,3,51.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,08,คณะเกษตรศาสตร์,,,3499.0,2567.0,3,44.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,13,คณะอุตสาหกรรมเกษตร,,,3499.0,2567.0,3,34.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,01,คณะมนุษยศาสตร์,,,3499.0,2567.0,3,31.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,20,คณะนิติศาสตร์,,,3499.0,2567.0,3,30.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,04,คณะสังคมศาสตร์,,,3499.0,2567.0,3,29.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,15,คณะบริหารธุรกิจ,,,3499.0,2567.0,3,29.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,,,3499.0,2567.0,3,17.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,07,คณะแพทยศาสตร์,,,3499.0,2567.0,3,15.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,10,คณะเภสัชศาสตร์,,,3499.0,2567.0,3,14.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,17,คณะสถาปัตยกรรมศาสตร์,,,3499.0,2567.0,3,13.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,,,3499.0,2567.0,3,13.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,02,คณะศึกษาศาสตร์,,,3499.0,2567.0,3,10.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,11,คณะเทคนิคการแพทย์,,,3499.0,2567.0,3,9.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,18,คณะการสื่อสารมวลชน,,,3499.0,2567.0,3,7.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,25,สถาบันนโยบายสาธารณะ,,,3499.0,2567.0,3,7.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,26,สถาบันวิศวกรรมชีวการแพทย์,,,3499.0,2567.0,3,5.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,,,3499.0,2567.0,3,5.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,14,คณะสัตวแพทยศาสตร์,,,3499.0,2567.0,3,4.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,,,3499.0,2567.0,3,3.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json
s003002,06,คณะวิศวกรรมศาสตร์,,,3499.0,2567.0,2,544.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,01,คณะมนุษยศาสตร์,,,3499.0,2567.0,2,528.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,15,คณะบริหารธุรกิจ,,,3499.0,2567.0,2,515.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,05,คณะวิทยาศาสตร์,,,3499.0,2567.0,2,494.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,16,คณะเศรษฐศาสตร์,,,3499.0,2567.0,2,368.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,02,คณะศึกษาศาสตร์,,,3499.0,2567.0,2,344.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,,,3499.0,2567.0,2,326.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,11,คณะเทคนิคการแพทย์,,,3499.0,2567.0,2,289.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,13,คณะอุตสาหกรรมเกษตร,,,3499.0,2567.0,2,272.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,18,คณะการสื่อสารมวลชน,,,3499.0,2567.0,2,269.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,07,คณะแพทยศาสตร์,,,3499.0,2567.0,2,234.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,12,คณะพยาบาลศาสตร์,,,3499.0,2567.0,2,229.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,,,3499.0,2567.0,2,224.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,08,คณะเกษตรศาสตร์,,,3499.0,2567.0,2,208.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,04,คณะสังคมศาสตร์,,,3499.0,2567.0,2,203.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,03,คณะวิจิตรศิลป์,,,3499.0,2567.0,2,202.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,20,คณะนิติศาสตร์,,,3499.0,2567.0,2,166.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,10,คณะเภสัชศาสตร์,,,3499.0,2567.0,2,149.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,17,คณะสถาปัตยกรรมศาสตร์,,,3499.0,2567.0,2,104.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,09,คณะทันตแพทยศาสตร์,,,3499.0,2567.0,2,92.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,14,คณะสัตวแพทยศาสตร์,,,3499.0,2567.0,2,81.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,,,3499.0,2567.0,2,31.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,,,3499.0,2567.0,2,13.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,22,คณะสาธารณสุขศาสตร์,,,3499.0,2567.0,2,7.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,25,สถาบันนโยบายสาธารณะ,,,3499.0,2567.0,2,4.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,,,3499.0,2567.0,2,2.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json
s003002,06,คณะวิศวกรรมศาสตร์,,,3499.0,2567.0,1,108.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,16,คณะเศรษฐศาสตร์,,,3499.0,2567.0,1,73.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,05,คณะวิทยาศาสตร์,,,3499.0,2567.0,1,42.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,04,คณะสังคมศาสตร์,,,3499.0,2567.0,1,37.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,08,คณะเกษตรศาสตร์,,,3499.0,2567.0,1,31.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,15,คณะบริหารธุรกิจ,,,3499.0,2567.0,1,31.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,,,3499.0,2567.0,1,30.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,03,คณะวิจิตรศิลป์,,,3499.0,2567.0,1,27.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,01,คณะมนุษยศาสตร์,,,3499.0,2567.0,1,24.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,20,คณะนิติศาสตร์,,,3499.0,2567.0,1,24.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,,,3499.0,2567.0,1,23.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,13,คณะอุตสาหกรรมเกษตร,,,3499.0,2567.0,1,18.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,02,คณะศึกษาศาสตร์,,,3499.0,2567.0,1,15.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,18,คณะการสื่อสารมวลชน,,,3499.0,2567.0,1,12.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,09,คณะทันตแพทยศาสตร์,,,3499.0,2567.0,1,10.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,07,คณะแพทยศาสตร์,,,3499.0,2567.0,1,6.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,,,3499.0,2567.0,1,6.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,11,คณะเทคนิคการแพทย์,,,3499.0,2567.0,1,5.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,12,คณะพยาบาลศาสตร์,,,3499.0,2567.0,1,5.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,17,คณะสถาปัตยกรรมศาสตร์,,,3499.0,2567.0,1,5.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,25,สถาบันนโยบายสาธารณะ,,,3499.0,2567.0,1,2.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,,,3499.0,2567.0,1,2.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,10,คณะเภสัชศาสตร์,,,3499.0,2567.0,1,1.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,14,คณะสัตวแพทยศาสตร์,,,3499.0,2567.0,1,1.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003002,27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,,,3499.0,2567.0,1,1.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2567__cc2eb791.json
s003001,,,,,,,,0.0,data_s003001__admityear-69_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__5fb70fa7.json
s003002,,,,,,,,0.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2569__fc8446e9.json
s003002,,,,,,,,0.0,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2569__a8760e9d.json
s003003,,,,,,,,0.0,data_s003003__admityear-69_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__5fb70fa7.json
